video_id,repetition_number,exercise_id,exercise_name,person_id,first_frame,last_frame,n_frames,duration_s,cam17_orientation,cam18_orientation,sagittal_view_camera,exercise_subtype,lights_on,mocap_erroneous,extra_person_in_cam17,extra_person_in_cam18,quality_ok,correctness,video_path_cam17,video_path_cam18,has_video,frames_in_range
PM_012,10,1,Arm Abduction,2,2216,2320,105,3.5,front,side,Camera18,right arm,False,False,2,0,False,0,videos/Ex1/PM_012-Camera17-30fps.mp4,videos/Ex1/PM_012-Camera18-30fps-transposed.mp4,True,True
PM_016,1,1,Arm Abduction,2,140,370,231,7.7,half-profile,half-profile,neither,right arm,False,False,1,0,True,1,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,2,1,Arm Abduction,2,371,548,178,5.9333,half-profile,half-profile,neither,right arm,False,False,0,0,True,1,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,3,1,Arm Abduction,2,549,712,164,5.4667,half-profile,half-profile,neither,right arm,False,False,0,0,True,1,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,4,1,Arm Abduction,2,713,852,140,4.6667,half-profile,half-profile,neither,right arm,False,False,1,0,True,1,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,5,1,Arm Abduction,2,853,977,125,4.1667,half-profile,half-profile,neither,right arm,False,False,1,0,True,1,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,6,1,Arm Abduction,2,1190,1345,156,5.2,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,7,1,Arm Abduction,2,1346,1515,170,5.6667,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,8,1,Arm Abduction,2,1516,1705,190,6.3333,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,9,1,Arm Abduction,2,1706,1860,155,5.1667,half-profile,half-profile,neither,right arm,False,False,1,0,True,0,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_016,10,1,Arm Abduction,2,1861,1980,120,4.0,half-profile,half-profile,neither,right arm,False,False,2,0,False,0,videos/Ex1/PM_016-Camera17-30fps.mp4,videos/Ex1/PM_016-Camera18-30fps-transposed.mp4,True,True
PM_023,1,1,Arm Abduction,3,35,175,141,4.7,front,side,Camera18,right arm,False,False,0,0,True,1,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,2,1,Arm Abduction,3,176,300,125,4.1667,front,side,Camera18,right arm,False,False,0,0,True,1,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,3,1,Arm Abduction,3,301,415,115,3.8333,front,side,Camera18,right arm,False,False,0,0,True,1,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,4,1,Arm Abduction,3,416,530,115,3.8333,front,side,Camera18,right arm,False,False,0,0,True,1,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,5,1,Arm Abduction,3,531,645,115,3.8333,front,side,Camera18,right arm,False,False,2,0,False,1,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,6,1,Arm Abduction,3,905,1037,133,4.4333,front,side,Camera18,right arm,False,False,0,0,True,0,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,7,1,Arm Abduction,3,1038,1174,137,4.5667,front,side,Camera18,right arm,False,False,0,0,True,0,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,8,1,Arm Abduction,3,1175,1310,136,4.5333,front,side,Camera18,right arm,False,False,0,0,True,0,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,9,1,Arm Abduction,3,1311,1452,142,4.7333,front,side,Camera18,right arm,False,False,0,0,True,0,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_023,10,1,Arm Abduction,3,1453,1574,122,4.0667,front,side,Camera18,right arm,False,False,2,0,False,0,videos/Ex1/PM_023-Camera17-30fps.mp4,videos/Ex1/PM_023-Camera18-30fps-transposed.mp4,True,True
PM_024,1,1,Arm Abduction,3,200,354,155,5.1667,half-profile,half-profile,neither,right arm,False,False,0,0,True,1,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,2,1,Arm Abduction,3,355,509,155,5.1667,half-profile,half-profile,neither,right arm,False,False,0,0,True,1,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,3,1,Arm Abduction,3,510,650,141,4.7,half-profile,half-profile,neither,right arm,False,False,0,0,True,1,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,4,1,Arm Abduction,3,651,777,127,4.2333,half-profile,half-profile,neither,right arm,False,False,0,2,False,1,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,5,1,Arm Abduction,3,778,910,133,4.4333,half-profile,half-profile,neither,right arm,False,False,3,3,False,1,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,6,1,Arm Abduction,3,1140,1320,181,6.0333,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,7,1,Arm Abduction,3,1321,1550,230,7.6667,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,8,1,Arm Abduction,3,1551,1710,160,5.3333,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,9,1,Arm Abduction,3,1711,1905,195,6.5,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_024,10,1,Arm Abduction,3,1906,2080,175,5.8333,half-profile,half-profile,neither,right arm,False,False,0,0,True,0,videos/Ex1/PM_024-Camera17-30fps.mp4,videos/Ex1/PM_024-Camera18-30fps-transposed.mp4,True,True
PM_032,1,1,Arm Abduction,4,90,179,90,3.0,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,2,1,Arm Abduction,4,180,270,91,3.0333,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,3,1,Arm Abduction,4,271,358,88,2.9333,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,4,1,Arm Abduction,4,359,441,83,2.7667,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,5,1,Arm Abduction,4,442,527,86,2.8667,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,6,1,Arm Abduction,4,528,627,100,3.3333,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,7,1,Arm Abduction,4,655,795,141,4.7,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,8,1,Arm Abduction,4,796,909,114,3.8,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,9,1,Arm Abduction,4,910,1008,99,3.3,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,10,1,Arm Abduction,4,1009,1112,104,3.4667,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,11,1,Arm Abduction,4,1113,1238,126,4.2,front,side,Camera18,right arm,True,False,1,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,12,1,Arm Abduction,4,1563,1703,141,4.7,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,13,1,Arm Abduction,4,1704,1810,107,3.5667,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,14,1,Arm Abduction,4,1827,1930,104,3.4667,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,15,1,Arm Abduction,4,1931,2036,106,3.5333,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,16,1,Arm Abduction,4,2037,2160,124,4.1333,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,17,1,Arm Abduction,4,2265,2395,131,4.3667,half-profile,half-profile,neither,right arm,True,False,2,0,False,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,18,1,Arm Abduction,4,2396,2510,115,3.8333,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,19,1,Arm Abduction,4,2511,2627,117,3.9,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,20,1,Arm Abduction,4,2628,2753,126,4.2,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_032,21,1,Arm Abduction,4,2754,2870,117,3.9,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_032-Camera17-30fps.mp4,videos/Ex1/PM_032-Camera18-30fps-transposed.mp4,True,True
PM_039,1,1,Arm Abduction,5,95,190,96,3.2,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,2,1,Arm Abduction,5,225,370,146,4.8667,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,3,1,Arm Abduction,5,371,519,149,4.9667,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,4,1,Arm Abduction,5,520,643,124,4.1333,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,5,1,Arm Abduction,5,644,765,122,4.0667,front,side,Camera18,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,6,1,Arm Abduction,5,766,905,140,4.6667,front,side,Camera18,right arm,True,False,2,0,False,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,7,1,Arm Abduction,5,1282,1410,129,4.3,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,8,1,Arm Abduction,5,1515,1660,146,4.8667,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,9,1,Arm Abduction,5,1680,1810,131,4.3667,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,10,1,Arm Abduction,5,1840,1960,121,4.0333,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,11,1,Arm Abduction,5,1975,2080,106,3.5333,front,side,Camera18,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,12,1,Arm Abduction,5,2540,2670,131,4.3667,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,13,1,Arm Abduction,5,2671,2795,125,4.1667,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,14,1,Arm Abduction,5,2796,2915,120,4.0,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,15,1,Arm Abduction,5,2916,3030,115,3.8333,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,16,1,Arm Abduction,5,3031,3132,102,3.4,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,17,1,Arm Abduction,5,3215,3311,97,3.2333,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,18,1,Arm Abduction,5,3312,3419,108,3.6,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,19,1,Arm Abduction,5,3420,3520,101,3.3667,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,20,1,Arm Abduction,5,3521,3640,120,4.0,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_039,21,1,Arm Abduction,5,3641,3750,110,3.6667,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_039-Camera17-30fps.mp4,videos/Ex1/PM_039-Camera18-30fps-transposed.mp4,True,True
PM_101,1,1,Arm Abduction,6,35,154,120,4.0,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,2,1,Arm Abduction,6,155,285,131,4.3667,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,3,1,Arm Abduction,6,286,409,124,4.1333,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,4,1,Arm Abduction,6,410,532,123,4.1,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,5,1,Arm Abduction,6,533,640,108,3.6,half-profile,half-profile,neither,right arm,True,False,0,0,True,1,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,6,1,Arm Abduction,6,680,810,131,4.3667,half-profile,half-profile,neither,right arm,True,False,2,0,False,0,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,7,1,Arm Abduction,6,811,940,130,4.3333,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,8,1,Arm Abduction,6,941,1065,125,4.1667,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,9,1,Arm Abduction,6,1066,1185,120,4.0,half-profile,half-profile,neither,right arm,True,False,0,0,True,0,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
PM_101,10,1,Arm Abduction,6,1186,1296,111,3.7,half-profile,half-profile,neither,right arm,True,False,2,0,False,0,videos/Ex1/PM_101-Camera17-30fps.mp4,videos/Ex1/PM_101-Camera18-30fps-transposed.mp4,True,True
